Area,Bin Type,Central Asset ID,Class,Feature Location,Maintaining Authority,Site Name,Ward,long,lat
No Code Allocated,Recycle Bin Receptacle,00262977,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.86464297288,-37.5628100536808
No Code Allocated,Recycle Bin Receptacle,00262978,No Code Allocated,,Not Assessed,Bridge Mall,No Code Allocated,143.865048016426,-37.5627490364911
No Code Allocated,Recycle Bin Receptacle,00263018,No Code Allocated,,Not Assessed,Doveton Street North,No Code Allocated,143.859335007473,-37.5399290727919
No Code Allocated,Recycle Bin Receptacle,00263019,No Code Allocated,,Not Assessed,Doveton Street North,No Code Allocated,143.859340002626,-37.5401189872269
No Code Allocated,Recycle Bin Receptacle,00262917,R-Primary Access Road,,Not Assessed,Gillies Street North,No Code Allocated,143.820674046393,-37.5479920073581
No Code Allocated,Recycle Bin Receptacle,00262918,R-Primary Access Road,,Not Assessed,Gillies Street North,No Code Allocated,143.820462010595,-37.5500070164085
Buninyong,Recycle Bin Receptacle,00263022,R-Primary Access Road,,Not Assessed,Learmonth Street service road (south),No Code Allocated,143.884730969886,-37.6502069577139
Buninyong,Recycle Bin Receptacle,00263023,R-Primary Access Road,,Not Assessed,Learmonth Street service road (south),No Code Allocated,143.884252045146,-37.6505580138218
No Code Allocated,Recycle Bin Receptacle,00262980,No Code Allocated,,Not Assessed,Little Bridge Street,No Code Allocated,143.862115934938,-37.5632180326365
No Code Allocated,Recycle Bin Receptacle,00262967,No Code Allocated,,Not Assessed,Lydiard Street North,No Code Allocated,143.857961955355,-37.5603789239351
No Code Allocated,Recycle Bin Receptacle,00262968,No Code Allocated,,Not Assessed,Lydiard Street North,No Code Allocated,143.858210046361,-37.560331013682
No Code Allocated,Not Applicable,00262916,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.821018063111,-37.5465750400755
No Code Allocated,Recycle Bin Receptacle,00262963,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.855182002198,-37.5614839991998
No Code Allocated,Recycle Bin Receptacle,00262966,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.856731066227,-37.5616450019288
No Code Allocated,Recycle Bin Receptacle,00262969,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.859534022965,-37.561996988346
No Code Allocated,Recycle Bin Receptacle,00262981,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.8604059889,-37.5625100006496
No Code Allocated,Recycle Bin Receptacle,00262982,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.85737904326,-37.5621739134496
No Code Allocated,Recycle Bin Receptacle,00262983,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.856053939199,-37.5620090292785
No Code Allocated,Recycle Bin Receptacle,00262984,No Code Allocated,,Not Assessed,Sturt Street,No Code Allocated,143.854275926189,-37.561778048037
Sebastopol,Recycle Bin Receptacle,00263006,R-Collector,,Not Assessed,Vickers Street,South,143.83885403935,-37.5928789742601
Lake Wendouree,Recycle Bin Receptacle,00262919,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.822061954466,-37.5491369747147
Lake Wendouree,Recycle Bin Receptacle,00262920,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.822274974234,-37.5480459929841
Lake Wendouree,Recycle Bin Receptacle,00262921,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.823339027451,-37.5452939703415
Lake Wendouree,Recycle Bin Receptacle,00262924,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.83471404656,-37.5447919931964
Lake Wendouree,Recycle Bin Receptacle,00262925,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.835184007555,-37.5444719933485
Lake Wendouree,Recycle Bin Receptacle,00262926,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.830903940281,-37.5437600123471
Lake Wendouree,Recycle Bin Receptacle,00262927,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.824146961507,-37.5450399942476
Lake Wendouree,Recycle Bin Receptacle,00262928,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.823406977617,-37.5456940439154
Lake Wendouree,Recycle Bin Receptacle,00262929,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.822950922731,-37.5466449586423
Lake Wendouree,Recycle Bin Receptacle,00262930,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.822760959515,-37.5473329695406
Lake Wendouree,Recycle Bin Receptacle,00262931,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.822453981373,-37.5485280213907
Lake Wendouree,Recycle Bin Receptacle,00262943,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.82514898247,-37.5562460112815
Lake Wendouree,Recycle Bin Receptacle,00262944,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.829616008876,-37.5558329503581
Lake Wendouree,Recycle Bin Receptacle,00262945,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.830314980254,-37.5557419351576
Lake Wendouree,Recycle Bin Receptacle,00262946,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.831718035646,-37.5556890736378
Lake Wendouree,Recycle Bin Receptacle,00262947,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.832065945055,-37.5555960215352
Lake Wendouree,Recycle Bin Receptacle,00262948,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.837723985582,-37.5558740136522
Lake Wendouree,Recycle Bin Receptacle,00262949,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.838337036889,-37.5557620403066
Lake Wendouree,Recycle Bin Receptacle,00262950,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.83837100989,-37.5560159558855
Lake Wendouree,Recycle Bin Receptacle,00262951,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.838823052473,-37.5558009865524
Lake Wendouree,Recycle Bin Receptacle,00262954,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.841575953091,-37.5557400277452
Lake Wendouree,Recycle Bin Receptacle,00262955,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.8422749599,-37.5550399972445
Lake Wendouree,Recycle Bin Receptacle,00262957,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.842517022973,-37.5542650110787
Lake Wendouree,Recycle Bin Receptacle,00262959,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.845043977669,-37.550489075411
Lake Wendouree,Recycle Bin Receptacle,00262960,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.844912064478,-37.5487290406772
Lake Wendouree,Recycle Bin Receptacle,00262961,R-Primary Access Road,,Not Assessed,Wendouree Parade,No Code Allocated,143.840489066991,-37.5448610705616
Lake Wendouree,Recycle Bin Receptacle,00262932,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822189964352,-37.5499890334584
Lake Wendouree,Recycle Bin Receptacle,00262933,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822137987399,-37.5505940874445
Lake Wendouree,Recycle Bin Receptacle,00262934,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822260974355,-37.5511299885987
Lake Wendouree,Recycle Bin Receptacle,00262935,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822431953315,-37.5515849962981
Lake Wendouree,Recycle Bin Receptacle,00262936,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822633948281,-37.5522439859229
Lake Wendouree,Recycle Bin Receptacle,00262937,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.823258015127,-37.5522950123242
Lake Wendouree,Recycle Bin Receptacle,00262938,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.823117955216,-37.551394044901
Lake Wendouree,Recycle Bin Receptacle,00262939,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.823011968306,-37.5507450134858
Lake Wendouree,Recycle Bin Receptacle,00262940,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822946016094,-37.5503739969129
Lake Wendouree,Recycle Bin Receptacle,00262941,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822961024485,-37.5500670018715
Lake Wendouree,Recycle Bin Receptacle,00262942,No Code Allocated,,Not Assessed,Windmill Drive,No Code Allocated,143.822452940517,-37.5497060223705
Lake Wendouree,Recycle Bin Receptacle,00262922,No Code Allocated,,Not Assessed,Zoo Drive,No Code Allocated,143.822845990418,-37.5450789664804
